video_id,cluster,cluster_id,fusion_strategy,k_selected,url
DO6rVx86u0k,0,0,concat,6,https://www.youtube.com/watch?v=DO6rVx86u0k
DS_scl2l7HM,0,0,concat,6,https://www.youtube.com/watch?v=DS_scl2l7HM
DSinMYWMZtI,0,0,concat,6,https://www.youtube.com/watch?v=DSinMYWMZtI
DTPGALkbTTg,0,0,concat,6,https://www.youtube.com/watch?v=DTPGALkbTTg
DTlGX2jgWPk,0,0,concat,6,https://www.youtube.com/watch?v=DTlGX2jgWPk
DWJqy0wfs9E,0,0,concat,6,https://www.youtube.com/watch?v=DWJqy0wfs9E
DaojTx9oBus,0,0,concat,6,https://www.youtube.com/watch?v=DaojTx9oBus
DgfnrQVe8Nk,0,0,concat,6,https://www.youtube.com/watch?v=DgfnrQVe8Nk
DhA8r8b-Noc,0,0,concat,6,https://www.youtube.com/watch?v=DhA8r8b-Noc
Dj5W_0BVePw,0,0,concat,6,https://www.youtube.com/watch?v=Dj5W_0BVePw
DpINuLH9Thw,0,0,concat,6,https://www.youtube.com/watch?v=DpINuLH9Thw
Dpe0v7NztTM,0,0,concat,6,https://www.youtube.com/watch?v=Dpe0v7NztTM
Ds9Er27Ijg0,0,0,concat,6,https://www.youtube.com/watch?v=Ds9Er27Ijg0
Dtkmq2v2rR4,0,0,concat,6,https://www.youtube.com/watch?v=Dtkmq2v2rR4
Dx-u0kGPQX0,0,0,concat,6,https://www.youtube.com/watch?v=Dx-u0kGPQX0
E1BDiwGMlPU,0,0,concat,6,https://www.youtube.com/watch?v=E1BDiwGMlPU
EB6p-aN4HY0,0,0,concat,6,https://www.youtube.com/watch?v=EB6p-aN4HY0
ECxo4mIzAD8,0,0,concat,6,https://www.youtube.com/watch?v=ECxo4mIzAD8
ECyiveGv1S4,0,0,concat,6,https://www.youtube.com/watch?v=ECyiveGv1S4
ERuvhnvaB2M,0,0,concat,6,https://www.youtube.com/watch?v=ERuvhnvaB2M
EW3aW5ekv7o,0,0,concat,6,https://www.youtube.com/watch?v=EW3aW5ekv7o
Ec5f5477MHA,0,0,concat,6,https://www.youtube.com/watch?v=Ec5f5477MHA
Ehb-C2MhAlU,0,0,concat,6,https://www.youtube.com/watch?v=Ehb-C2MhAlU
EijqufYWprU,0,0,concat,6,https://www.youtube.com/watch?v=EijqufYWprU
EkWxF4pfg7M,0,0,concat,6,https://www.youtube.com/watch?v=EkWxF4pfg7M
EmR6dAW79hk,0,0,concat,6,https://www.youtube.com/watch?v=EmR6dAW79hk
EnoZl4iHEog,0,0,concat,6,https://www.youtube.com/watch?v=EnoZl4iHEog
EpzWhTr5pWs,0,0,concat,6,https://www.youtube.com/watch?v=EpzWhTr5pWs
Eqb7W-nQsk4,0,0,concat,6,https://www.youtube.com/watch?v=Eqb7W-nQsk4
EuLtgE5W63c,0,0,concat,6,https://www.youtube.com/watch?v=EuLtgE5W63c
EvSYN4txbp0,0,0,concat,6,https://www.youtube.com/watch?v=EvSYN4txbp0
EvxiM8zkwpY,0,0,concat,6,https://www.youtube.com/watch?v=EvxiM8zkwpY
F2gpQAXf4Zw,0,0,concat,6,https://www.youtube.com/watch?v=F2gpQAXf4Zw
F2pIxPOITHs,0,0,concat,6,https://www.youtube.com/watch?v=F2pIxPOITHs
F61MyoU0cDo,0,0,concat,6,https://www.youtube.com/watch?v=F61MyoU0cDo
F6XW2eBvI8Q,0,0,concat,6,https://www.youtube.com/watch?v=F6XW2eBvI8Q
F6d6NW1RX-0,0,0,concat,6,https://www.youtube.com/watch?v=F6d6NW1RX-0
FFAsXPQG3nk,0,0,concat,6,https://www.youtube.com/watch?v=FFAsXPQG3nk
FHY0P5_xaP8,0,0,concat,6,https://www.youtube.com/watch?v=FHY0P5_xaP8
FHcu9qsgwOo,0,0,concat,6,https://www.youtube.com/watch?v=FHcu9qsgwOo
FI5tDXN3_bs,0,0,concat,6,https://www.youtube.com/watch?v=FI5tDXN3_bs
FOgxsoKPViM,0,0,concat,6,https://www.youtube.com/watch?v=FOgxsoKPViM
FQBCnnXhx4Y,0,0,concat,6,https://www.youtube.com/watch?v=FQBCnnXhx4Y
FUhVN5D1ihE,0,0,concat,6,https://www.youtube.com/watch?v=FUhVN5D1ihE
