video_id,horizon,range_min_raw,range_max_raw,range_min_log,range_max_log,range_width_raw,range_midpoint_raw,range_midpoint_log
-1X5QO57SyQ,30,576031.7150084585,1215393.4163144382,13.26391973495483,14.010579204559328,639361.7013059797,895712.5656614483,13.705375959666727
-1fDIXoCf7E,30,382.581807998533,631.5167166763662,5.949552917480469,6.449706649780273,248.93490867783316,507.0492623374496,6.23057841598211
-4NGVSZlZAw,30,214901.1893990818,320791.3747055209,12.277938270568848,12.6785493850708,105890.18530643912,267846.28205230134,12.498172253982286
-CFdhHpP4RQ,30,26105.619738480174,38086.75233459546,10.169944190979004,10.547648048400879,11981.132596115287,32096.186036537816,10.37652364286238
-D5lhCemLHM,30,1075700.8667414307,5313166.839712787,13.888483905792237,15.485698795318603,4237465.9729713565,3194433.853227109,14.976920745398871
-IKtoAyJ1kk,30,13303.658834323387,1394408.7132237728,9.495869541168215,14.147981739044189,1381105.0543894495,703856.186029048,13.46433075380696
-Vl4yB00heQ,30,913650.8312400541,8781306.829427417,13.725204849243164,15.98813591003418,7867655.998187363,4847478.830333736,15.39396950525145
-XVZMuKdy9I,30,1383492.4146368864,12873773.800988603,14.140122318267819,16.370702838897706,11490281.386351718,7128633.107812745,15.77963020430692
-ZVAdAydyU0,30,475775.849546977,2067194.3012166193,13.072704219818116,14.54170331954956,1591418.4516696422,1271485.0753817982,14.055696912452689
-Zp35LYUlZ0,30,331498.89455990214,2752063.4064171147,12.711382770538327,14.827861881256105,2420564.5118572125,1541781.1504885084,14.248449545880035
-h9696jBkeY,30,209513.77751423192,632524.5240294157,12.25254955291748,13.357475852966308,423010.74651518377,421019.1507718238,12.95043597558516
-mKoitBpWRY,30,222696.99154874252,1015921.3799969098,12.31357183456421,13.831307506561279,793224.3884481672,619309.1857728262,13.336361534026206
-mNmBKB112Y,30,479825.56770172314,1990660.1826481225,13.081180000305178,14.503977394104004,1510834.6149463993,1235242.8751749229,14.02677897832689
-mgXtD-FKkg,30,630958.2666823566,5928973.4002498165,13.354996585845948,15.595361804962156,5298015.13356746,3279965.8334660865,15.003343868561059
-starXzzHFE,30,20499.595417117307,155198.1172768878,9.928209209442139,11.952464199066162,134698.52185977047,87848.85634700255,11.383384458406194
-u4GDA5dLvE,30,21930.825171295273,1232957.6366302392,9.995694065093994,14.024927234649658,1211026.8114589439,627444.2309007673,13.349411664745789
01eVZCe4Y10,30,130969.65094736718,178781.64735521283,11.782728538513183,12.09392608642578,47811.996407845654,154875.64915129,11.95038426714781
07pL6m8M_hQ,30,100266.43992752153,312953.0176113981,11.515596294403075,12.653811550140384,212686.57768387662,206609.72876945982,12.238591764471625
0DP_nxqhlww,30,82309.29865975321,206137.86697378592,11.318251514434815,12.236305332183838,123828.5683140327,144223.58281676957,11.879126966534805
0GyGJnQPFb0,30,81752.33067563482,169432.70665646892,11.311461830139159,12.040217018127445,87680.3759808341,125592.51866605187,11.740805928707461
0IW63x8Oys4,30,290273.60517089476,3711640.136479834,12.578582668304444,15.126984691619873,3421366.531308939,2000956.8708253645,14.509136559283943
0LtgYK8qW5E,30,41023.971690003935,955474.8717145798,10.621936225891117,13.769964790344234,914450.9000245759,498249.4217022918,13.11885808444155
0MEnTzeEXW8,30,113012.75072660895,272655.21301604295,11.63526477813721,12.515966987609863,159642.46228943398,192833.98187132596,12.169590085941428
0XEszzPe35E,30,11442.226208277356,369737.5786767893,9.345153236389157,12.820551490783695,358295.35246851196,190589.90244253332,12.15788453791162
0bYg79rQOY0,30,798158.6773935865,2645755.2588942023,13.590063953399659,14.788467502593994,1847596.581500616,1721956.9681438943,14.358972554928531
1-lnz0NfzIo,30,780.6021592618603,1219.4677660832292,6.6613458633422855,7.106989479064941,438.86560682136894,1000.0349626725447,6.908789706450061
10nzkQwvY10,30,335787.3712288453,2028837.6823310154,12.724236392974857,14.522974109649654,1693050.31110217,1182312.5267799303,13.982983692858182
165HHgYAqvg,30,553977.1706690345,746273.4743678775,13.224880561828611,13.522848739624024,192296.303698843,650125.322518456,13.38492196532588
1Binz_hxbvY,30,141604.278966961,1039692.9716195985,11.860798740386963,13.85443696975708,898088.6926526375,590648.6252932798,13.288978269979241
1HhKzX_dof4,30,352765.7441181179,5800749.522546751,12.773562335968018,15.573497867584228,5447983.778428634,3076757.6333324346,14.939387209021525
1WRQ01U0gBY,30,1031177.3841580944,2330691.578559591,13.846212768554688,14.661676025390625,1299514.1944014966,1680934.4813588427,14.334861030547007
1Y5BKvsiMfo,30,1021097.3771822902,1529142.385628817,13.836389446258545,14.240218257904052,508045.0084465267,1275119.8814055535,14.058551541026112
1ngGTOe1Zvg,30,631929.9048324162,1573173.0186648406,13.356535339355466,14.268605804443363,941243.1138324244,1102551.4617486284,13.913138469523537
1wbRB8GIepw,30,3563205.970310168,6055574.540785347,15.086171531677245,15.616489982604984,2492368.5704751792,4809390.255547757,15.386081075974612
