horizon,best_base,best_base_rmse_log,best_base_mae_log,best_det,best_det_rmse_log,best_det_mae_log,best_stack,best_stack_rmse_log,best_stack_mae_log
7,base::gbdt|concat,1.3695271599192655,1.1127116208029268,blend::val_weighted_mean_log,1.4426136228378197,1.1677408255578907,stack::linear,1.358427020766899,1.0944575972799009
30,base::gbdt|concat,1.6212415797051152,1.2263757496218401,blend::val_weighted_mean_log,2.0124114116131593,1.552535718851395,stack::elasticnetcv,1.6005407035172945,1.2230522917674984
