video_id,horizon,range_min_raw,range_max_raw,range_min_log,range_max_log,range_width_raw,range_midpoint_raw,range_midpoint_log
98oQ3jUWtAk,7,54768.307759207826,79687.20380140217,10.910885238647461,11.285876846313476,24918.89604219434,67227.755780305,11.11585634837981
9G-OZl9vje4,7,117673.95638931904,297133.09668730997,11.675681495666504,12.601938819885254,179459.14029799093,207403.5265383145,12.242426399700028
9MFjMR4j43g,7,146535.235617089,218308.4525461035,11.895028018951416,12.293668842315673,71773.21692901451,182421.84408159624,12.114082590455702
9PqxdSGIq0M,7,172304.66472375864,232543.28887345458,12.057025299072265,12.356835975646973,60238.62414969594,202423.97679860663,12.218124611937075
9QVpiLPsAXU,7,302786.0714120912,411892.0081455977,12.620785102844238,12.928518905639649,109105.9367335065,357339.03977884445,12.786443099806469
9W_-QKxL0pg,7,610378.6235020701,918962.7443018893,13.32183637619019,13.731001949310299,308584.12079981924,764670.6839019797,13.547201849318322
9YlVyuRBY1Y,7,57102.59299485352,94894.83969492308,10.95262231826782,11.460535144805911,37792.24670006956,75998.7163448883,11.238484886957401
9_CNeufdSA4,7,150856.75836494594,1075739.5427071336,11.924092674255371,13.888519859313964,924882.7843421877,613298.1505360397,13.326608106542253
9lh2Y9uiv1A,7,105973.6486829646,299471.6877635712,11.570955181121827,12.609778499603271,193498.0390806066,202722.66822326792,12.219599090415265
9mE4iuxdY4g,7,92784.91921948908,750068.9681315002,11.438050174713135,13.527921772003173,657284.0489120111,421426.94367549464,12.951404089676007
9uRpcwG4CfU,7,141037.68501814452,235930.76991348152,11.856789493560793,12.371297931671144,94893.084895337,188484.22746581302,12.146774913917573
9wBhjdZlx-Q,7,94527.78766684797,316035.78423505725,11.456659698486328,12.663613891601562,221507.99656820926,205281.78595095262,12.23214375122538
A-JCJOSlStQ,7,90158.1483952515,226154.51408761062,11.409331703186036,12.328978157043457,135996.3656923591,158156.33124143106,11.971345583912498
A6So4z4cbl8,7,85082.09027947772,196120.31949778198,11.35138359069824,12.186488723754886,111038.22921830426,140601.20488862984,11.853689940231686
A85Nr1k0edo,7,63152.89783077357,2271673.7853464554,11.053329849243164,14.636027908325195,2208520.887515682,1167413.3415886145,13.970301896744566
A9OyzadVX1c,7,45391.232329603794,117136.20144355213,10.72309627532959,11.671101188659668,71744.96911394833,81263.71688657795,11.305467214701489
AD-879FO88U,7,33651.32971398472,58743.02524346967,10.42383756637573,10.98094472885132,25091.695529484947,46197.17747872719,10.740695627779319
AMHfjh-VgDg,7,65422.90422350748,134451.43580617022,11.088642978668213,11.80896577835083,69028.53158266275,99937.17001483885,11.512306973892436
AT-d3ZX_9Xk,7,147177.59292516013,719954.5628422899,11.89940204620361,13.48694477081299,572776.9699171297,433566.07788372505,12.97980179883501
AUCDp1s4zzE,7,45413.964958225944,83202.59773818825,10.723596954345703,11.329045867919922,37788.63277996231,64308.2813482071,11.071459244260174
AjDnzWWkAuI,7,207056.4582468729,290336.65669791726,12.240751609802246,12.578799858093262,83280.19845104436,248696.55747239507,12.423992808562708
AnhsQCKIXzw,7,1148781.8216494764,1728278.8031663923,13.954213523864745,14.362637138366702,579496.9815169158,1438530.3124079343,14.179133229138943
AqEhuzBRfaI,7,60939.826508779326,121684.80301424945,11.017658615112305,11.709197616577148,60744.97650547013,91312.3147615144,11.422051891235062
Avq3wz7nO7c,7,27661.122769676065,128170.28326956106,10.227819347381589,11.76112279891968,100509.160499885,77915.70301961857,11.263395625044664
B8YTwMyGfWQ,7,336249.3041731544,571944.688915915,12.725611114501953,13.25679931640625,235695.38474276057,454096.9965445347,13.026068305150599
BCdx1ZejNmQ,7,73238.54201384037,101186.09666065304,11.201490745544433,11.524726524353028,27947.55464681267,87212.3193372467,11.376112342925984
BFrUIrYUF50,7,172041.05179681434,363992.9899460924,12.055494213104248,12.804892635345459,191951.93814927808,268017.0208714534,12.49880949929001
BJzmtcxqVrU,7,337374.8228540183,4061013.427566988,12.728952789306641,15.216943359375,3723638.6047129696,2199194.125210503,14.603601999211266
BNvlCrEq8B4,7,382577.6387863863,764193.4480962973,12.854689502716067,13.546577548980713,381615.80930991104,573385.5434413418,13.259315364143022
BUsoWjCgYHU,7,307194.1683465842,628810.2663911496,12.635238552093504,13.351586437225345,321616.0980445654,468002.2173688669,13.056230449595954
BXPW1dLqM_A,7,100401.45406941732,177003.94905970164,11.516941928863526,12.083932971954345,76602.49499028432,138702.70156455948,11.840095293506726
B_SO5Ywy9Z8,7,68340.83616135616,244091.87093525165,11.132277393341065,12.405304050445556,175751.0347738955,156216.3535483039,11.959003608477357
B_dul5fuaNM,7,424348.5873266135,3458692.062632476,12.958312892913819,15.056401348114013,3034343.4753058627,1941520.3249795446,14.478982411858434
BfyUWDEq0YY,7,48807.76414063842,89023.09395102288,10.795665168762207,11.396662330627441,40215.32981038446,68915.42904583065,11.140649876267467
BijdEVyOp5Y,7,151780.04722092932,632962.6158219182,11.930194282531739,13.35816822052002,481182.56860098895,392371.33152142377,12.879966493283725
Bk-OkENVuew,7,338589.0222061554,624928.8651901173,12.732545280456543,13.345394706726074,286339.84298396186,481758.94369813637,13.085201226848516
Bu73y2brU_Y,7,49524.999245119965,93220.96309037798,10.810253047943116,11.44273862838745,43695.96384525801,71372.98116774898,11.175688672499149
Bv-MBo6aK0s,7,184721.71417772447,291565.57416826824,12.126611137390137,12.58302364349365,106843.85999054377,238143.64417299634,12.380633516675243
Bw0RNBdHq1A,7,69808.02520970038,307649.5374259821,11.153518581390383,12.636719799041748,237841.51221628173,188728.78131784126,12.148071542527763
C1NXc_isx3E,7,182730.9291471632,787650.8125914703,12.115775489807127,13.576811408996585,604919.8834443071,485190.87086931674,13.092299701726429
C2q1dkndugY,7,29454.529221948953,42343.391168711874,10.290636920928957,10.653591251373292,12888.861946762921,35898.960195330415,10.488491465710586
CGSvWZAiZIg,7,135103.65886687418,416733.34644657926,11.81380500793457,12.940204238891601,281629.6875797051,275918.50265672675,12.527864445118256
C_G1_qY-vZY,7,142442.0703955747,519087.52287713636,11.866697692871094,13.159829711914062,376645.4524815617,330764.7966363555,12.709165840886177
CgrojExyb_s,7,97333.7892767744,175748.54551476715,11.48591175079346,12.076815223693847,78414.75623799274,136541.16739577078,11.824388764551944
ChSy-1JkfR0,7,103392.60671217844,214816.60405264713,11.546298408508301,12.277544593811035,111423.99734046869,159104.6053824128,11.977323445524314
CpA8zPxaqiE,7,86436.7874502089,115617.26680858717,11.367180213928224,11.658049240112305,29180.479358378274,101027.02712939803,11.523153253659085
CwTTSHeAlRk,7,77129.14830498962,106865.61817527782,11.25324951171875,11.579336776733399,29736.4698702882,91997.38324013373,11.429526282399955
CwfCTYDHIMA,7,163661.42777996266,222759.17274598943,12.00556121826172,12.313851013183594,59097.744966026774,193210.30026297603,12.17153968902408
CxPNE0cmMaU,7,111194.44362499473,177020.914782639,11.619044685363766,12.084028816223146,65826.47115764428,144107.67920381686,11.878323010595881
D60yD96kgsI,7,98853.53121999116,303718.9711181951,11.501404666900637,12.623861408233642,204865.43989820394,201286.25116909313,12.212488277128967
D8kYJw-FikU,7,357674.20320990833,785563.0968198819,12.787380599975586,13.574157333374023,427888.8936099736,571618.6500148951,13.25622910165987
DDqJVQfCDks,7,31837.54377777577,184176.00420460643,10.368432903289794,12.123652553558353,152338.46042683066,108006.7739911911,11.589958484915737
DHoIICtSohQ,7,163641.76904156775,315755.9111954955,12.005441093444825,12.66272792816162,152114.14215392777,239698.84011853163,12.387142753415711
DIXXFxfFK6Y,7,104395.60696980233,562706.0159887429,11.55595245361328,13.240514373779295,458310.4090189406,333550.8114792726,12.717553489030642
DMPGT1_o_gY,7,34578.30320051082,95628.71966969658,10.451010608673093,11.46823892593384,61050.416469185766,65103.511435103705,11.083749125873918
