horizon,candidate,n,mae_log,rmse_log,r2_log,mae_raw,rmse_raw,mape_raw,bias_log,corr_true_pred_log,p95_abs_residual_log,family
30,blend::val_weighted_mean_log,733,1.552535718851395,2.0124114116131593,0.5644918190375101,5610866.816851367,99626588.11213093,33.512032160505655,-0.09711138450352022,0.7756437363640688,3.7614536153931684,deterministic
30,blend::mean_log,733,1.6633693031854877,2.162147923724204,0.49727141387487317,17320739.486242075,415743865.8703116,43.624345359750706,-0.1000940154063913,0.7231217420021605,4.207983374595642,deterministic
30,blend::median_log,733,1.76426337393049,2.3416080148265217,0.4103542580590004,22427007.88412089,553813299.9458046,80.87756441890333,-0.013309404924816845,0.6485904696344562,4.692294406890868,deterministic
30,blend::trimmed_mean_log,733,1.76426337393049,2.3416080148265217,0.4103542580590004,22427007.88412089,553813299.9458046,80.87756441890333,-0.013309404924816845,0.6485904696344562,4.692294406890868,deterministic
30,blend::range_midpoint_log,733,1.7618004113023316,2.4530575479958276,0.35288979564405965,2971716701.7549486,80402496852.91406,699.3556692414753,0.3766966017982297,0.6095208786091921,5.208203302763291,deterministic
