horizon,n,best_base,best_stack,mae_log_base,mae_log_stack,mae_gain_log,stack_win_rate,stack_tie_rate,base_win_rate,p90_abs_err_base,p90_abs_err_stack
7,808,base::gbdt|concat,stack::linear,1.1127116208029268,1.0944575972799009,0.018254023523025964,0.5495049504950495,0.0,0.4504950495049505,2.1643197059631367,2.125763707902744
30,733,base::gbdt|concat,stack::elasticnetcv,1.2263757496218401,1.2230522917674984,0.003323457854341738,0.49931787175989084,0.0,0.5006821282401092,2.605711936950684,2.630465126717501
