horizon,best_base,best_base_rmse_log,best_base_mae_log,best_det,best_det_rmse_log,best_det_mae_log,best_stack,best_stack_rmse_log,best_stack_mae_log,stack_gain_rmse_log,stack_gain_rmse_pct,stack_gain_mae_log,stack_gain_mae_pct
7,base::gbdt|concat,1.3695271599192655,1.1127116208029268,blend::val_weighted_mean_log,1.4426136228378197,1.1677408255578907,stack::linear,1.358427020766899,1.0944575972799009,0.011100139152366628,0.00810508873224609,0.018254023523025964,0.016404990459121794
30,base::gbdt|concat,1.6212415797051152,1.22637574962184,blend::val_weighted_mean_log,2.0124114116131593,1.552535718851395,stack::elasticnetcv,1.6005407035172945,1.2230522917674984,0.020700876187820683,0.012768532738708767,0.003323457854341516,0.0027099833434951104
